Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
ADS,35.57,-37.04,1.92,16.33,1.62,-89.43%,5.25%,"Financial Transaction Services","Business Services",1484088000,2.52,20.51,03/19/20,182.95
ADSK,148.7,-24.72,-7.4,1.41,98.58,152.39%,30.34%,"Computer - Software","Computers and Technology",33437440000,0,125.38,03/18/20,211.58
AEE,71.53,-13.82,-1.3,3.35,20.52,80.62%,-2.36%,"Utility - Electric Power",Utilities,18330090000,1.98,58.74,03/23/20,87.65
AEP,78.75,-18.95,-1.23,4.25,17.06,41.02%,-8.57%,"Utility - Electric Power",Utilities,38888924000,2.8,65.14,03/23/20,104.97
AES,13.23,-3.59,-0.37,1.37,8.93,3.50%,-40.58%,"Utility - Electric Power",Utilities,9044184000,0.57,8.11,03/18/20,21.23
AFL,35.71,-5.07,1.47,4.44,7.3,10.10%,-1.85%,"Insurance - Accident & Health",Finance,25446838000,1.12,23.07,03/18/20,57.18
AGN,178.26,-13.69,1.16,17.64,9.96,-40.03%,23.17%,"Medical - Generic Drugs",Medical,58611708000,2.96,114.27,06/17/19,202.21
AIG,23.26,-14.58,-0.99,4.6,4.45,-62.53%,-22.76%,"Insurance - Multi Line",Finance,18796042000,1.28,16.07,03/18/20,58.66
AIV,34.46,-15.35,-0.69,3.19,12.26,-5.18%,-7.12%,"REIT - Equity Trust Resident",Finance,5289994000,1.64,24.53,03/24/20,55.68
AIZ,104.09,-15.6,0,8.49,11.63,70.60%,-2.84%,"Insurance - Multi Line",Finance,6217509000,2.52,76.27,03/19/20,142.61
AJG,82.28,-18.56,0.77,3.66,20.84,72.49%,55.52%,"Insurance - Brokers",Finance,15587591000,1.8,65.09,03/18/20,109.46
AKAM,95.23,4.61,3.74,3.55,26.86,36.01%,47.34%,"Internet - Services","Computers and Technology",15830441000,0,73.19,06/03/19,103.34
ALB,57,-25.6,0.63,6.04,8.73,-3.59%,46.77%,"Chemical - Diversified","Basic Materials",6052741000,1.54,48.89,03/23/20,99.4
ALGN,174.55,-50.62,0.6,4.96,31.09,231.10%,216.00%,"Medical - Dental Suppliers",Medical,13918804000,0,127.88,03/19/20,334.64
ALK,29.03,-16.18,0.56,6.43,3.84,-57.65%,63.58%,"Transportation - Airline",Transportation,3269342000,0,20.02,03/18/20,72.22
ALL,92.53,-14.61,0.8,10.45,8.23,31.96%,26.78%,"Insurance - Proprty & Casualty",Finance,29637796000,2.16,64.13,03/18/20,125.92
ALLE,92.75,-27.05,0.73,4.89,17.19,59.88%,34.73%,"Protection - Safety","Industrial Products",8779726000,1.28,77.37,03/23/20,139.24
ALXN,94.72,2.74,4.93,9.71,9.25,-47.11%,123.44%,"Medical - Biomedical",Medical,21301612000,0,72.67,03/16/20,141.86
AMAT,47.56,-10.23,1.74,3.22,13.13,114.75%,61.02%,"Semi-Eqpt Wafer Fabrication","Computers and Technology",42379776000,0.84,36.64,03/18/20,69.44
AMCR,8.13,-1.19,0.01,0.42,0,0.00%,117.76%,"Containers - Paper Products","Industrial Products",13185267000,0.46,5.8,03/16/20,11.77
AMD,47.56,-1.03,2.08,0.48,88.73,"1,741.86%",22.25%,"Electronics - Semiconductors","Computers and Technology",55638888000,0,26.03,05/23/19,59.27
AME,75.79,-12.73,3.77,4.19,17.01,45.87%,28.26%,"Electronic Test Equipment","Computers and Technology",17287802000,0.72,54.82,03/18/20,102.31
AMGN,208.78,-1.87,6.05,14.83,13.85,29.34%,16.44%,"Medical - Biomedical",Medical,124791368000,6.4,166.3,05/15/19,244.99
AMP,103.48,-23.12,1,16.25,5.56,-20.60%,5.70%,"Finance - Investment Mgmt",Finance,12614160000,3.88,80.01,03/18/20,180.85
AMT,227.77,-18.55,10.02,4.23,28.56,144.72%,84.88%,"REIT - Equity Trust Other",Finance,104163808000,4.04,174.32,03/23/20,258.62
AMZN,2011.6,110.51,61.88,23.01,82.86,431.90%,215.24%,"Internet Commerce",Retail-Wholesale,994512128000,0,1626.03,03/16/20,2185.95
ANET,209.14,18.36,6.59,8.74,22.27,219.53%,312.72%,"Communications Components","Computers and Technology",15877039000,0,156.63,03/23/20,331.27
ANSS,239.65,1.87,7.18,5.44,40.13,180.85%,61.95%,"Computer - Software","Computers and Technology",20830710000,0,174.25,06/03/19,299.06
ANTM,224.05,-58.14,-2.99,19.42,10.47,48.03%,41.07%,"Medical - HMO",Medical,56912364000,3.8,171.03,03/23/20,312.48
AON,175.92,-38.89,10.88,9.16,16.83,80.05%,-8.57%,"Insurance - Brokers",Finance,40098424000,1.76,143.93,03/23/20,238.19
AOS,39.66,-3.03,1.85,2.23,16.09,18.73%,27.02%,"Machinery - Electrical","Industrial Products",6190494000,0.96,33.81,03/23/20,56.66
APA,6.52,-14.18,2.34,0,0,-91.66%,-53.71%,"Oil - US Exploration & Product",Oils-Energy,2214845000,1,3.8,03/18/20,38.12
APD,202.03,-27.68,2.42,8.5,21.95,29.37%,-14.56%,"Chemical - Diversified","Basic Materials",42780636000,5.36,167.43,03/16/20,257.01
APH,75.71,-16.85,2.83,3.74,18.29,29.99%,53.88%,"Electronics - Connectors","Computers and Technology",22458930000,1,63.05,03/18/20,110.24
APTV,53.5,-22.79,4.26,4.8,9.02,-28.65%,-15.66%,"Technology Services","Business Services",12743084000,0.88,29.22,03/18/20,99.04
ARE,138.27,-20.79,1.21,3.09,18.68,48.23%,110.67%,"REIT - Equity Trust Other",Finance,16893334000,4.12,109.22,03/23/20,175.74
ARNC,7.3,0.38,N/A,0,0,0.00%,0.00%,N/A,N/A,795853000,0,5.8,04/01/20,15
ATO,98.42,-12.83,-0.81,4.46,21.11,91.80%,-41.27%,"Utility - Gas Distribution",Utilities,12674673000,2.3,77.92,03/23/20,121.08
ATVI,59.87,-0.1,0.39,2.07,28.98,170.06%,47.21%,"Toys & Game & Hobby","Consumer Discretionary",47384012000,0.37,41.84,05/24/19,64.53
AVB,147.35,-61.71,0.18,5.64,14.16,-13.81%,37.96%,"REIT - Equity Trust Resident",Finance,20416428000,6.36,118.17,03/23/20,229.4
AVGO,253.27,-16.18,16.17,16.85,13.9,107.17%,429.33%,"Electronics - Semiconductors","Computers and Technology",100923240000,13,155.67,03/18/20,331.58
AVY,104.16,-16.66,2.29,6.59,14.2,96.63%,11.69%,"Office Supply & Forms","Industrial Products",8364583000,2.32,76.96,03/23/20,141.09
AWK,118.27,-22.73,-1.29,3.61,31.39,126.72%,19.88%,"Utility - Water Supply",Utilities,21992082000,2,92,03/23/20,141.7
AXP,87.58,-20.66,1.97,8.19,8.99,8.47%,30.61%,"Finance - Misc Services",Finance,67770400000,1.72,67,03/18/20,138.13
AZO,899.64,-160.67,53.64,65.27,12.11,28.05%,25.21%,"Retail - Wholesale Auto Parts",Retail-Wholesale,20435326000,0,684.91,03/23/20,1274.41
BA,141.58,-120.75,-7.56,5.2,23.95,-0.55%,-15.65%,"Aerospace - Defense",Aerospace,83780120000,0,89,03/18/20,391
BAC,22.14,-3.57,0.91,2.93,6.84,37.47%,19.34%,"Banks - Major Regional",Finance,186622864000,0.72,17.95,03/23/20,35.72
BAX,82.51,-2.87,1.32,2.62,0,123.53%,-31.85%,"Medical Products",Medical,43081932000,0.88,69.1,03/16/20,95
BBY,61.75,-12.07,4.75,6.13,8.72,64.98%,8.18%,"Retail - Consumer Electronics",Retail-Wholesale,15565437000,2.2,48.1,03/19/20,91.99
BDX,237.55,-1.57,7.78,11.63,19.5,67.94%,104.71%,"Medical - Dental Suppliers",Medical,64455112000,3.16,197.75,03/23/20,286.72
BEN,16.64,-5.01,-0.05,2.68,5.82,-67.27%,-32.00%,"Finance - Investment Mgmt",Finance,8323042000,1.08,15.29,03/23/20,35.82
BF.B,58.65,-3.6,3.14,1.79,30.97,55.09%,11.13%,"Beverages - Alcohol","Consumer Staples",27440398000,0.7,44.68,03/23/20,72.85
BIIB,301.21,-16.74,-15.17,33.64,8.93,-19.40%,48.18%,"Medical - Biomedical",Medical,54201792000,0,215.77,09/04/19,374.99
BK,34.8,-3.27,1.12,4.03,8.37,-12.99%,29.76%,"Banks - Major Regional",Finance,31189200000,1.24,26.4,03/18/20,53.6
BKNG,1376.37,-235.72,31.05,103.42,11.9,14.24%,78.47%,"Internet Commerce",Retail-Wholesale,55707996000,0,1107.29,03/23/20,2094
BKR,12.41,-3.67,1.91,0.83,12.53,-74.78%,-2.90%,"Oil - Field Services",Oils-Energy,12113498000,0.72,9.12,03/23/20,27.27
BLK,443.12,-7.29,3.15,28.51,14.66,23.02%,31.21%,"Finance - Investment Mgmt",Finance,69597832000,14.52,323.98,03/18/20,576.81
BLL,65.86,-10.19,1.2,2.54,24.48,82.79%,33.89%,"Containers - Metal & Glass","Industrial Products",21378012000,0.6,51.26,03/23/20,82.82
BMY,56.9,-3.41,1.16,4.67,11.89,-11.45%,64.65%,"Large Cap Pharma",Medical,130642104000,1.8,42.48,07/23/19,68.34
BR,100.76,0.4,5.93,4.52,20.44,87.51%,70.53%,Outsourcing,"Business Services",11320724000,2.16,81.9,03/23/20,136.99
BRK.B,185.25,-20.73,2.42,9.78,18.24,31.66%,30.79%,"Insurance - Proprty & Casualty",Finance,451243520000,0,159.5,03/23/20,231.61
BSX,33.69,-3.91,1.06,1.59,19.6,78.70%,45.46%,"Medical Products",Medical,45906892000,0,24.1,03/23/20,46.62
BWA,24.67,-4.2,0.3,4.13,5.16,-59.27%,22.43%,"Auto - Truck Original Parts",Auto-Tires-Trucks,5111790000,0.68,17,03/18/20,46.6
BXP,92.66,-39.92,0.43,3.3,11.85,-33.59%,23.51%,"REIT - Equity Trust Other",Finance,14072667000,3.92,77.21,03/23/20,147.83
C,41.25,-20.03,-0.87,7.58,4.95,-22.52%,14.22%,"Banks - Major Regional",Finance,86278312000,2.04,32,03/18/20,83.11
CAG,30.45,2.2,1.11,1.89,16.51,7.83%,-46.12%,"Food - Misc & Diversified","Consumer Staples",15232270000,0.85,22.83,03/13/20,35.59
CAH,47.88,-3.39,-0.06,5.49,8.49,-44.89%,59.78%,"Medical - Dental Suppliers",Medical,14399540000,1.92,39.05,03/23/20,60.69
CARR,15.25,3.25,-2,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,11.5,03/24/20,17.25
CAT,121.92,0.51,5.88,11.06,10.37,44.61%,-2.51%,"Machinery - Construct & Mining","Industrial Products",66246496000,4.12,87.5,03/12/20,150.55
CB,112.03,-32.79,0.34,10.12,10.16,0.56%,78.32%,"Insurance - Proprty & Casualty",Finance,50196656000,3,87.35,03/18/20,167.74
CBOE,93.5,-23.27,4.25,4.74,18.91,63.60%,304.40%,"Securities Exchanges",Finance,10479176000,1.44,72.01,03/19/20,127.93
CBRE,42.05,-12.53,4.34,3.71,9.57,3.54%,164.03%,"Real Estate Operations",Finance,13317985000,0,29.17,03/23/20,64.75
CCI,146.54,-14.28,2.14,1.97,24.84,73.29%,56.18%,"REIT - Equity Trust Other",Finance,61990968000,4.8,114.18,03/24/20,168.75
CCL,11.3,-15.85,-1.87,4.4,1.93,-78.28%,31.11%,"Leisure & Recreation Services","Consumer Discretionary",5387399000,2,7.8,04/02/20,56.04
CDNS,69.05,4.32,3.01,3.53,18.11,276.67%,47.78%,"Computer - Software","Computers and Technology",19449262000,0,51.39,03/18/20,80.4
CDW,98.63,-12.95,5.36,6.02,14.43,153.34%,49.34%,"IT Services","Computers and Technology",13683268000,1.52,73.39,03/23/20,146.09
CE,75.84,-16.41,2.45,9.52,7.05,7.87%,-7.42%,"Chemical - Specialty","Basic Materials",8664151000,2.48,52.7,03/18/20,128.88
CERN,64.26,-9.1,1.27,2.41,25.84,-10.93%,67.30%,"Medical Information Systems",Medical,19459574000,0.72,53.08,03/23/20,80.9
CF,28.96,-7.88,1.76,2.09,12.33,-52.79%,-3.23%,Fertilizers,"Basic Materials",5944703000,1.2,19.73,03/18/20,55.15
CFG,19.53,-8.45,0.72,3.86,4.39,-25.20%,50.99%,"Finance - Savings & Loan",Finance,8031485000,1.56,14.12,03/18/20,41.29
CHD,67.01,-7.67,2.83,2.48,27.28,61.91%,32.15%,"Soap and Cleaning Products","Consumer Staples",16924136000,0.96,47.98,03/16/20,80.99
CHRW,71.84,5.76,5.64,4.18,16.3,5.57%,13.66%,"Transportation - Services",Transportation,9507702000,2.04,56.94,03/16/20,91.96
CHTR,451.75,-44.97,15.44,7.61,57,146.09%,402.46%,"Cable TV","Consumer Discretionary",96494008000,0,345.67,03/18/20,546.54
CI,177.17,-18.35,-0.01,17.05,9.61,32.30%,339.84%,"Insurance - Multi Line",Finance,64524232000,0.04,118.5,03/18/20,224.64
CINF,79.88,-18.33,4.43,4.21,16.87,47.28%,60.24%,"Insurance - Proprty & Casualty",Finance,12559464000,2.4,65.69,03/23/20,118.19
CL,69.04,-3.47,2.68,2.83,23.89,1.76%,-9.17%,"Soap and Cleaning Products","Consumer Staples",60279616000,1.72,58.49,03/23/20,77.41
CLX,181.5,8.24,8.25,6.37,27.87,66.01%,11.14%,"Soap and Cleaning Products","Consumer Staples",22690636000,4.24,144.12,10/02/19,214.26
CMA,30.68,-14.13,1.34,7.8,3.51,-36.98%,45.80%,"Banks - Major Regional",Finance,4068572000,2.72,24.28,03/19/20,80.62
CMCSA,36.94,-3.43,2.56,3.12,10.88,24.03%,58.40%,"Cable TV","Consumer Discretionary",164956432000,0.92,31.7,03/23/20,47.74
CME,176.81,-39.45,3.9,6.8,25.55,102.91%,56.40%,"Securities Exchanges",Finance,65387408000,3.4,131.8,03/19/20,225.36
CMG,704.3,-18.78,49.9,14.07,43.43,0.88%,35.98%,"Retail - Restaurants",Retail-Wholesale,19159636000,0,415,03/18/20,940.28
CMI,145.84,-2.76,10.52,14.86,8.9,6.19%,22.63%,"Engines - Internal Combustion",Auto-Tires-Trucks,21051098000,5.24,101.03,03/23/20,186.73
CMS,57.34,-10.55,-1.41,2.49,21.91,70.58%,-4.65%,"Utility - Electric Power",Utilities,16725641000,1.63,46.03,03/23/20,69.17
CNC,60.15,1.59,0.74,4.42,12.35,76.43%,350.72%,"Medical - HMO",Medical,35279076000,0,41.62,10/01/19,68.64
CNP,15.47,-6.08,0.02,1.79,7.51,-26.79%,33.33%,"Utility - Electric Power",Utilities,7690010000,1.16,11.58,03/19/20,31.17
COF,52.91,-29.38,2.49,12.08,3.5,-39.73%,41.46%,"Finance - Consumer Loans",Finance,22605744000,1.6,38,03/18/20,107.59
COG,18.38,2.01,1.19,1.62,10.71,-44.39%,-4.91%,"Oil - US Exploration & Product",Oils-Energy,7285970000,0.4,13.06,02/28/20,27.65
COO,292.64,-41.17,16.97,12.16,23,64.53%,54.47%,"Medical - Dental Suppliers",Medical,15821945000,0.06,236.68,03/18/20,365.68
COP,33.27,-12.06,2.47,3.59,9.17,-51.54%,-33.95%,"Oil - US Integrated",Oils-Energy,35321008000,1.68,20.84,03/18/20,68.22
COST,303.63,-7.71,18.5,8.41,34.32,111.05%,35.57%,"Retail - Discount",Retail-Wholesale,134734880000,2.6,233.05,05/31/19,325.26
COTY,5.56,-3.04,0.4,0.63,7.3,-80.06%,90.01%,"Cosmetics & Toiletries","Consumer Staples",3802750000,0.5,3.02,03/18/20,14.14
CPB,46.74,-5.02,0.58,2.48,19.97,3.07%,-1.95%,"Food - Misc & Diversified","Consumer Staples",14366079000,1.4,35.27,05/31/19,57.54
CPRI,12.79,-10.14,2,4.4,1.94,-83.02%,58.21%,"Retail - Apparel & Shoes",Retail-Wholesale,1604180000,0,5.42,03/18/20,50
CPRT,69.9,-10.29,1.38,2.56,24.14,253.46%,75.50%,"Auction Valuation Services","Business Services",15281970000,0,55.69,03/23/20,104.88
CRM,145.07,-19.01,1.09,1.07,125.52,124.21%,218.19%,"Computer - Software","Computers and Technology",132057256000,0,115.29,03/18/20,195.72
CSCO,40.64,0.96,1.33,2.95,13.24,48.39%,10.10%,"Computer - Networks","Computers and Technology",175699648000,1.44,32.4,03/16/20,58.26
CSX,61.15,-7.1,3.85,4.17,13.61,83.99%,-5.78%,"Transportation - Rail",Transportation,47412320000,1.04,46.81,03/23/20,80.73
CTAS,185.9,-86.42,12.68,8.82,18.62,120.56%,51.42%,"Uniform & Related","Industrial Products",18622266000,2.55,154.33,03/23/20,304.81
CTL,9.5,-2.47,0.04,1.32,6.9,-72.81%,24.24%,"Wireless National",Utilities,10274363000,1,8.16,03/23/20,15.3
CTSH,47.8,-10.44,1.33,4,10.85,-20.18%,63.53%,"Business Software Services","Computers and Technology",26581464000,0.88,40.01,03/23/20,74.78
CTVA,24.53,-0.77,1.03,1.1,0,0.00%,0.00%,"Agriculture Operations","Consumer Staples",18177606000,0.52,20.38,03/18/20,32.78
CTXS,145.8,27.89,4.25,4.1,34.47,188.67%,-4.21%,"Computer - Software","Computers and Technology",18003756000,1.4,90.28,08/07/19,150.33
CVS,56.87,-7.28,-2.46,7.08,7.87,-44.00%,84.24%,"Retail - Drug Stores",Retail-Wholesale,73319880000,2,51.72,05/17/19,77.03
CVX,80.92,-14.4,8.46,6.74,11.14,-26.32%,-30.88%,"Oil - International Integrated",Oils-Energy,151078928000,5.16,51.6,03/19/20,127.34
CXO,48.83,-9.17,5.98,3.05,15.67,-61.49%,72.62%,"Oil - US Exploration & Product",Oils-Energy,9449804000,0.8,33.13,03/18/20,124.53
D,73.44,-13.26,1.25,4.23,16.44,3.69%,33.26%,"Utility - Electric Power",Utilities,62104180000,3.76,57.79,03/23/20,90.89
DAL,22.25,-23.64,-6.28,7.33,3.07,-50.13%,16.46%,"Transportation - Airline",Transportation,14286898000,0,19.1,03/18/20,63.44
DD,37.26,-3.24,3.16,5.4,5.9,-49.86%,-63.02%,"Chemical - Diversified","Basic Materials",26166940000,1.2,28.33,03/23/20,83.66
DE,142.82,-21.22,4.66,10,13.55,63.97%,8.85%,"Machinery - Farm","Industrial Products",45001336000,3.04,106.14,03/18/20,181.99
DFS,35,-27.58,-0.67,9.08,3.14,-43.36%,45.55%,"Finance - Consumer Loans",Finance,10316990000,1.76,23.25,03/19/20,92.98
DG,169.18,10.8,18.17,6.74,24.07,127.96%,46.77%,"Retail - Discount",Retail-Wholesale,42741788000,1.28,116.15,05/15/19,172.02
DGX,83.41,-28.61,3.11,6.56,11.18,4.46%,3.91%,"Medical - Outpatient & Hm Care",Medical,10501574000,2.12,73.02,04/03/20,118.58
DHI,36.54,-18.26,2.54,4.53,7.09,30.35%,119.23%,"Building - Residential & Comm",Construction,13500513000,0.7,25.51,03/18/20,62.54
DHR,138.3,-10.13,-0.11,4.7,28.76,68.53%,-10.06%,"Conglomerates - Div Operations",Conglomerates,98917280000,0.72,119.6,03/23/20,169.19
DIS,101.24,-14.03,4.64,5.56,16.88,-6.66%,42.52%,"Media Conglomerates","Consumer Discretionary",179785616000,1.76,79.07,03/18/20,153.41
DISCA,20.67,-4.77,1.23,3.7,4.96,-40.09%,77.88%,"Broadcast - Radio & TV","Consumer Discretionary",10322440000,0,17.12,03/23/20,33.65
DISCK,18.71,-5.36,1.17,3.7,4.55,-41.96%,77.88%,"Broadcast - Radio & TV","Consumer Discretionary",9497695000,0,15.43,03/23/20,31.2
DISH,20.77,-8.44,0.78,2.6,7.3,-69.52%,-12.54%,"Cable TV","Consumer Discretionary",11041522000,0,17.09,03/18/20,44.65
DLR,140.5,12.26,1.59,2.16,20.49,113.60%,98.54%,"REIT - Equity Trust Other",Finance,36169420000,4.48,105,03/23/20,144.06
DLTR,76.24,-4,2.77,4.93,14.25,-3.61%,174.47%,"Retail - Discount",Retail-Wholesale,18063944000,0,60.2,03/18/20,119.71
DOV,85.51,-15.98,1.57,5.94,13.02,45.40%,-7.95%,"Machinery - General Industrial","Industrial Products",12208236000,1.96,62.95,03/23/20,120.26
DOW,32.33,-6.64,3.09,2.55,0,0.00%,0.00%,"Chemical - Diversified","Basic Materials",22681448000,2.8,21.95,03/16/20,59.05
DRE,31.52,-2.43,-0.86,1.17,20.55,57.23%,-16.39%,"REIT - Equity Trust Other",Finance,11860644000,0.94,25.19,03/23/20,38.88
DRI,58.96,-29.19,4.5,6.16,7.38,-19.31%,35.40%,"Retail - Restaurants",Retail-Wholesale,6424345000,0,26.15,03/18/20,128.41
DTE,97.45,-18.67,2.48,6.3,13.83,19.01%,2.99%,"Utility - Electric Power",Utilities,18495576000,4.05,71.21,03/18/20,135.67
DUK,80.11,-18.94,-0.77,5.06,15.02,5.10%,4.82%,"Utility - Electric Power",Utilities,59639856000,3.78,62.13,03/23/20,103.79
DVA,71.99,-9.85,-4.07,5.52,11.87,-12.61%,-10.99%,"Medical - Outpatient & Hm Care",Medical,8918856000,0,43.4,05/31/19,90.15
DVN,8.71,-4.66,1.8,1.38,6.07,-86.65%,-68.21%,"Oil - US Exploration & Product",Oils-Energy,3381576000,0.36,4.7,03/18/20,35.39
DXC,13.91,-5.12,0.86,6.56,1.78,0.00%,59.66%,"IT Services","Computers and Technology",3430308000,0.84,7.9,03/18/20,67.09
EA,106.32,-1.35,6.15,4.18,24.6,90.09%,38.46%,"Toys & Game & Hobby","Consumer Discretionary",30853180000,0,85.69,03/16/20,114.13
EBAY,31.62,-4.77,1.56,2.29,12.84,32.73%,-39.67%,"Internet Commerce",Retail-Wholesale,24821806000,0.64,26.02,03/23/20,42
ECL,159.11,-35.3,3.28,5.82,25.3,36.62%,4.38%,"Chemical - Specialty","Basic Materials",45354444000,1.88,124.6,03/23/20,211.24
ED,79.92,-7.98,1.92,4.36,17.87,33.00%,-2.67%,"Utility - Electric Power",Utilities,27052464000,3.06,62.03,03/23/20,95.1
EFX,116.24,-37.94,-3.21,5.61,19.01,23.97%,43.97%,"Financial Transaction Services","Business Services",13886398000,1.56,103.01,03/23/20,164.77
EIX,54.03,-13.56,-0.76,4.69,10.52,-12.94%,-7.95%,"Utility - Electric Power",Utilities,19280186000,2.55,43.63,03/16/20,78.93
EL,163.17,-28.78,3.83,5.97,25.81,93.79%,35.50%,"Cosmetics & Toiletries","Consumer Staples",57706008000,1.92,137.01,03/18/20,220.42
EMN,52.87,-4.91,6.29,7.12,6.33,-33.85%,-2.67%,"Chemical - Diversified","Basic Materials",6819161000,2.64,34.44,03/18/20,86.18
EMR,50.29,-11.85,2.64,3.52,12.99,-15.47%,-25.13%,"Machinery - Electrical","Industrial Products",30218826000,2,37.75,03/23/20,78.38
EOG,41.33,-13.97,5.41,4.98,8.01,-59.45%,-3.63%,"Oil - US Exploration & Product",Oils-Energy,22950428000,1.15,27,03/18/20,107.89
EQIX,623.62,14.95,-0.95,6,27.34,176.20%,127.60%,"REIT - Equity Trust Retail",Finance,52741760000,10.64,440.72,04/26/19,679.66
EQR,60.68,-16.96,-1.03,2.59,15.5,-20.19%,3.30%,"REIT - Equity Trust Resident",Finance,22359598000,2.41,49.62,03/23/20,89.55
ES,79.78,-16.58,1.57,3.45,21.76,64.02%,10.13%,"Utility - Electric Power",Utilities,27116952000,2.27,60.69,03/23/20,99.42
ESS,214.63,-80.03,-5.61,6.67,14.29,-4.43%,50.64%,"REIT - Equity Trust Resident",Finance,14068827000,8.31,175.81,03/23/20,334.17
ETFC,37.4,-4.8,3.08,4.13,8.3,36.21%,55.77%,"Finance - Investment Brokers",Finance,8297241000,0.56,25.76,03/18/20,57.3
ETN,76.16,-16.61,-1.53,5.68,12.54,12.00%,-5.15%,"Machinery - Electrical","Industrial Products",31845226000,2.92,56.42,03/23/20,105.78
ETR,93.65,-30.63,-0.32,5.37,15.53,20.33%,-12.94%,"Utility - Electric Power",Utilities,18675888000,3.72,75.19,03/23/20,135.55
EVRG,57.08,-12.76,2.03,2.91,17.8,53.41%,97.86%,"Other Alt Energy",Oils-Energy,13119023000,2.02,42.01,03/23/20,76.57
EW,194.73,-11.12,6.11,5.57,33.94,179.29%,87.18%,"Medical Instruments",Medical,40866816000,0,154.52,03/23/20,247.64
EXC,35.79,-9.38,-1.02,3.22,10.17,10.09%,25.55%,"Utility - Electric Power",Utilities,35373136000,1.53,29.28,03/23/20,51.18
EXPD,70.68,0.2,3.96,3.41,19.68,51.78%,24.54%,"Transportation - Services",Transportation,11626517000,1,52.55,03/23/20,81.64
EXPE,56.51,-35.34,0.24,4.86,10.02,-45.03%,109.37%,"Internet Commerce",Retail-Wholesale,7395567000,1.36,40.76,03/18/20,144
EXR,97.47,-12.55,1.71,3.22,19.66,51.75%,102.18%,"REIT - Equity Trust Other",Finance,12945747000,3.6,72.7,03/23/20,124.46
F,4.71,-1.78,-0.12,1.22,3.48,-71.26%,8.21%,"Auto - Domestic",Auto-Tires-Trucks,17961134000,0,3.96,03/23/20,10.56
FANG,33.01,-15.55,6.81,6.49,4.87,-61.12%,699.64%,"Oil - US Exploration & Product",Oils-Energy,5080916000,1.5,14.55,03/18/20,114.14
FAST,32.01,-2.15,0.76,1.38,22.09,58.76%,42.86%,"Building Prds Retail - Wsale",Retail-Wholesale,18484064000,1,26.72,03/23/20,39.31
FB,168.83,-12.26,2.03,6.44,23.94,104.94%,467.12%,"Internet - Services","Computers and Technology",471891840000,0,137.1,03/18/20,224.2
FBHS,43.65,-16.77,0.4,3.61,9.81,-9.45%,43.63%,"Protection - Safety","Industrial Products",5674858000,0.96,33.9,03/23/20,73.28
FCX,7.59,-1.84,0.84,0.02,316,-65.22%,-32.82%,"Mining - Non Ferrous","Basic Materials",10432489000,0.2,4.82,03/19/20,14.68
FDX,115.95,-11.73,-5.31,11.98,9.12,-29.15%,52.95%,"Transportation - Air Freight",Transportation,31093974000,2.6,88.69,03/17/20,199.32
