Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
CERN,65.72,1.29,3.45,2.41,27.56,-4.78%,67.30%,"Medical Information Systems",Medical,20804340000,0.72,53.08,03/23/20,80.9
BLK,452.39,38.61,34.32,28.51,15.82,29.01%,31.21%,"Finance - Investment Mgmt",Finance,72988544000,14.52,323.98,03/18/20,576.81
AEE,75.82,-0.33,7.07,3.35,22.69,92.07%,-2.36%,"Utility - Electric Power",Utilities,19492222000,1.98,58.74,03/23/20,87.65
LEG,28.68,-3.76,5.96,2.57,11.19,-31.36%,25.65%,Furniture,"Consumer Discretionary",3951600000,1.6,22.03,03/23/20,55.42
FAST,32.27,-1.82,1.79,1.38,23.54,65.86%,42.86%,"Building Prds Retail - Wsale",Retail-Wholesale,19311192000,1,26.72,03/23/20,39.31
ADM,36.07,1.43,1.42,3.25,11.22,-22.16%,-20.38%,"Agriculture Operations","Consumer Staples",20939878000,1.44,28.92,03/23/20,47.2
MAR,78.09,-17.52,19.01,6.01,13.73,4.73%,52.02%,"Hotels & Motels","Consumer Discretionary",26361920000,1.92,46.56,03/18/20,153.39
XEL,63.65,-3.18,5.79,2.64,23.79,92.81%,-1.34%,"Utility - Electric Power",Utilities,34769812000,1.72,46.58,03/23/20,72.14
FLS,26.12,0.4,2.36,2.2,13.06,-52.50%,-19.13%,"Machinery - General Industrial","Industrial Products",3559198000,0.8,18.98,03/23/20,54.16
CME,182.68,0.67,8.94,6.8,26.61,111.50%,56.40%,"Securities Exchanges",Finance,68154296000,3.4,131.8,03/19/20,225.36
WHR,100.65,-14.78,18.01,16,6.23,-44.75%,2.75%,"Appliances - Household","Consumer Discretionary",6565521000,4.8,64,03/23/20,163.64
F,5.16,-0.47,0.92,1.22,4.12,-65.93%,8.21%,"Auto - Domestic",Auto-Tires-Trucks,21291674000,0,3.96,03/23/20,10.56
XRAY,40.24,-0.22,4.79,2.45,16.16,-16.86%,37.86%,"Medical - Dental Suppliers",Medical,9170618000,0.4,31.58,03/23/20,60.87
ODFL,129.89,11.27,7.38,5.1,27.12,178.54%,47.39%,"Transportation - Truck",Transportation,16156640000,0.61,87.25,06/03/19,151.47
ALGN,185.72,-10.16,31.52,4.96,37.18,261.91%,216.00%,"Medical - Dental Suppliers",Medical,15215452000,0,127.88,03/19/20,334.64
FMC,86.63,-1.42,15.75,6.08,13.63,55.12%,14.17%,"Chemical - Diversified","Basic Materials",11649689000,1.76,56.77,03/18/20,108.77
NBL,7.22,0.03,1.04,-0.34,0,-85.59%,-13.00%,"Oil - US Exploration & Product",Oils-Energy,3642651000,0.48,2.73,03/18/20,28.4
HON,137.94,-11.47,10.49,8.16,17.07,41.03%,-8.92%,"Conglomerates - Div Operations",Conglomerates,102208208000,3.6,101.08,03/23/20,184.06
EW,207.19,21.69,18.12,5.57,37.17,207.90%,87.18%,"Medical Instruments",Medical,45053460000,0,154.52,03/23/20,247.64
ETFC,40.16,4.05,5.87,4.13,9.67,51.52%,55.77%,"Finance - Investment Brokers",Finance,9229962000,0.56,25.76,03/18/20,57.3
COTY,5.79,-1.98,1.19,0.63,9.33,-75.99%,90.01%,"Cosmetics & Toiletries","Consumer Staples",4578511000,0.5,3.02,03/18/20,14.14
CSX,61.57,3.63,4.8,4.17,15.23,92.19%,-5.78%,"Transportation - Rail",Transportation,49524864000,1.04,46.81,03/23/20,80.73
AMT,249.76,10.77,26.96,4.23,31.96,170.14%,84.88%,"REIT - Equity Trust Other",Finance,114979704000,4.04,174.32,03/23/20,260.43
BAC,23.92,-0.24,3.89,2.93,8,59.77%,19.34%,"Banks - Major Regional",Finance,216897824000,0.72,17.95,03/23/20,35.72
AJG,83.57,-6.49,7.31,3.66,23.24,82.21%,55.52%,"Insurance - Brokers",Finance,16465471000,1.8,65.09,03/18/20,109.46
KEY,11.56,-1.17,2.49,1.8,6.29,-14.76%,76.83%,"Banks - Major Regional",Finance,11648379000,0.74,7.45,03/19/20,20.52
ETN,78.39,-7.17,7.14,5.68,14.11,17.84%,-5.15%,"Machinery - Electrical","Industrial Products",33507432000,2.92,56.42,03/23/20,105.78
ES,86.72,-1.81,11.66,3.45,24.16,80.02%,10.13%,"Utility - Electric Power",Utilities,29762912000,2.27,60.69,03/23/20,99.42
BLL,67.32,3.48,5.15,2.54,26.61,94.82%,33.89%,"Containers - Metal & Glass","Industrial Products",22785404000,0.6,51.26,03/23/20,82.82
AIZ,108.57,4.04,9.82,8.49,12.57,84.49%,-2.84%,"Insurance - Multi Line",Finance,6723620000,2.52,76.27,03/19/20,142.61
PFG,31.5,-4.05,5.09,5.59,5.45,-35.79%,54.83%,"Finance - Investment Mgmt",Finance,8912481000,2.24,23.31,03/23/20,60.81
JCI,29.36,-3.45,3.89,2.15,13.63,-27.88%,131.80%,"Protection - Safety","Industrial Products",23379838000,1.04,22.77,03/23/20,44.82
WRB,56.7,0.52,7.22,3.32,16.63,74.30%,10.85%,"Insurance - Proprty & Casualty",Finance,10697171000,0.44,43.05,03/23/20,79.92
VFC,57.5,-2.04,8.62,3.39,17.11,-19.70%,12.75%,"Textile - Apparel","Consumer Staples",23371370000,1.92,45.07,03/23/20,100.25
RJF,67.43,-4.9,9.9,7.5,8.88,23.10%,61.58%,"Finance - Investment Brokers",Finance,9671881000,1.48,54.21,03/23/20,102.45
ECL,174.66,-5.41,27.4,5.82,29.35,56.13%,4.38%,"Chemical - Specialty","Basic Materials",51829536000,1.88,124.6,03/23/20,211.24
TEL,69.12,-1.09,10.43,5.46,12.65,1.99%,-3.34%,"Electronics - Misc Components","Computers and Technology",23749642000,1.84,48.62,03/19/20,101
SLG,52.61,-13.31,13.97,3.08,6.96,-57.24%,-18.49%,"REIT - Equity Trust Other",Finance,4221739000,1.18,37.5,04/01/20,96.39
GD,136.95,-2.69,11.27,11.98,11.47,7.42%,27.54%,"Aerospace - Defense",Aerospace,40922936000,4.4,100.55,03/23/20,193.76
SBUX,71.76,1.84,8.71,2.87,24.94,55.14%,61.17%,"Retail - Restaurants",Retail-Wholesale,86712952000,1.64,50.02,03/18/20,99.72
WDC,43.76,1.94,5.55,0.33,137.39,-54.70%,9.51%,"Computer - Storage Devices","Computers and Technology",13466887000,2,27.4,03/19/20,72
LVS,46.49,-2.52,8.57,3.26,14.28,-13.23%,-5.79%,Gaming,"Consumer Discretionary",36552116000,3.16,33.3,03/18/20,74.29
AMCR,8.9,2.08,1.06,0.42,0,0.00%,117.76%,"Containers - Paper Products","Industrial Products",14693070000,0.46,5.8,03/16/20,11.77
CMI,146.45,9.61,14.18,14.86,10.06,12.60%,22.63%,"Engines - Internal Combustion",Auto-Tires-Trucks,22321984000,5.24,101.03,03/23/20,186.73
FRT,83.58,-22.12,17.77,4.59,12.68,-38.14%,36.39%,"REIT - Equity Trust Retail",Finance,6503578000,4.2,64.68,04/03/20,141.35
TROW,102.24,-5.09,7.05,8.06,13.09,27.59%,41.08%,"Finance - Investment Mgmt",Finance,24822072000,3.6,82.51,03/23/20,139.82
CTSH,52.7,0.08,9.3,4,12.85,-10.58%,63.53%,"Business Software Services","Computers and Technology",29780016000,0.88,40.01,03/23/20,74.58
CAH,49.03,1.41,2.42,5.49,9,-43.69%,59.78%,"Medical - Dental Suppliers",Medical,14714667000,1.92,39.05,03/23/20,60.69
VRSK,144.16,-1.45,2.51,4.38,33.95,106.38%,49.26%,"Business Information","Business Services",24085132000,1.08,116.61,03/23/20,171.73
HP,18.65,1.14,3.19,1.58,11.88,-73.95%,-24.77%,"Oil & Gas - Drilling",Oils-Energy,2088280000,2.84,12.4,03/20/20,64.8
GS,179.18,2.01,32.25,21,8.43,-6.63%,5.84%,"Finance - Investment Brokers",Finance,63362220000,5,130.85,03/19/20,250.46
SRE,126.98,20.06,22.7,6.07,20.11,22.37%,-1.87%,"Utility - Gas Distribution",Utilities,38166060000,4.18,88,03/23/20,161.87
V,168.99,-6.84,17.14,5.61,31.18,169.20%,80.89%,"Financial Transaction Services","Business Services",340867680000,1.2,133.93,03/23/20,214.17
A,76.21,7.01,5.79,3.17,24.19,82.25%,-26.04%,"Electronic Test Equipment","Computers and Technology",24254964000,0.72,61.13,03/16/20,90.64
HPQ,15.54,-1.64,1.06,2.36,6.66,8.00%,-47.28%,"Computer - Mini","Computers and Technology",22833332000,0.7,12.54,03/19/20,23.93
ABC,85.45,-4.55,4.11,7.24,12.2,-22.02%,50.20%,"Medical - Dental Suppliers",Medical,18079288000,1.68,70.55,04/22/19,97.5
NKE,84.46,8.88,5.6,2.96,28.82,76.13%,40.71%,"Shoes and Related Apparel","Consumer Staples",135164320000,0.98,60,03/18/20,105.62
KMI,14.95,0.17,1.54,0.95,15.61,-65.01%,-18.59%,"Oil - Production & Pipeline",Oils-Energy,34791368000,1,9.42,03/19/20,22.58
CHRW,71.27,8.9,3.12,4.18,17.42,6.78%,13.66%,"Transportation - Services",Transportation,9616715000,2.04,56.94,03/16/20,91.96
FTV,59.42,-0.31,5.14,3.49,17.38,0.00%,15.51%,"Electronic Test Equipment","Computers and Technology",20534772000,0.28,37.31,03/18/20,89.48
ESS,239.8,-35.93,48.94,6.67,17.52,11.01%,50.64%,"REIT - Equity Trust Resident",Finance,16341835000,8.31,175.81,03/23/20,334.17
IQV,124.79,6.08,22.07,5.81,22.01,92.73%,103.08%,"Technology Services","Business Services",24721332000,0,81.79,03/18/20,169.14
HRB,14.49,-2.97,2.55,2.16,6.74,-52.00%,2.33%,"Consumer Services - Misc","Consumer Discretionary",2885200000,1.04,11.29,03/23/20,29.62
NSC,154.29,7.43,11.97,10.34,15.37,58.27%,-2.82%,"Transportation - Rail",Transportation,44193800000,3.76,112.62,03/23/20,219.88
USB,36.79,-0.31,5.6,4.32,8.25,-10.34%,27.73%,"Banks - Major Regional",Finance,57883980000,1.68,28.59,03/23/20,61.11
NI,25.71,0.53,3.22,1.32,19.3,56.77%,-19.50%,"Utility - Electric Power",Utilities,10160551000,0.84,19.56,03/16/20,30.67
DUK,87.36,1.59,11.34,5.06,16.9,16.82%,4.82%,"Utility - Electric Power",Utilities,66290156000,3.78,62.13,03/23/20,103.79
WEC,95.02,-4.4,9.77,3.58,25.75,98.26%,50.55%,"Utility - Electric Power",Utilities,30982026000,2.53,68.01,03/23/20,109.53
AEP,83.5,-2.97,11,4.25,19.6,54.87%,-8.57%,"Utility - Electric Power",Utilities,42709036000,2.8,65.14,03/23/20,104.97
VMC,109.43,-0.34,10.22,4.7,24.04,38.04%,64.62%,"Building - CMT & CNT & AG",Construction,14991969000,1.36,65.56,03/18/20,152.49
IEX,146.63,15.78,8.12,5.79,26.08,100.90%,16.15%,"Machinery - General Industrial","Industrial Products",11551732000,2,104.56,03/18/20,178.14
WLTW,189.7,9.66,32.61,10.97,17.32,51.27%,137.74%,"Insurance - Brokers",Finance,25231498000,2.72,143.34,03/23/20,220.97
MET,34.32,2.39,6.6,6.11,5.48,-21.36%,-5.04%,"Insurance - Multi Line",Finance,32475260000,1.76,22.85,03/23/20,53.28
IRM,26.24,-2.75,4.18,0.85,11.33,-26.49%,36.72%,"REIT - Equity Trust Other",Finance,7804129000,2.47,21,04/02/20,36.65
VNO,42.09,-2.14,10.2,1.23,11.63,-49.20%,-26.98%,"REIT - Equity Trust Other",Finance,8309202000,2.64,27.64,03/23/20,70.45
PNW,79.61,-1.96,11.42,4.78,16.5,31.25%,-0.58%,"Utility - Electric Power",Utilities,9249970000,3.13,60.05,03/18/20,105.51
SLB,15.95,-0.21,1.66,1.47,11.76,-82.26%,-32.24%,"Oil - Field Services",Oils-Energy,22802962000,2,11.87,03/19/20,48.88
BR,102.59,-1.09,10.2,4.52,22.59,101.39%,70.53%,Outsourcing,"Business Services",12158786000,2.16,81.9,03/23/20,136.99
IVZ,9.57,-1.23,1.76,2.55,3.71,-75.28%,18.85%,"Finance - Investment Mgmt",Finance,4470563000,1.24,7.38,03/23/20,22.18
DXC,15.59,0.45,3.92,6.56,2.41,0.00%,59.66%,"IT Services","Computers and Technology",4082371000,0.84,7.9,03/18/20,67.09
WM,96.75,-8.57,7.73,4.43,21.58,88.82%,10.42%,"Waste Removal Svcs","Business Services",42299156000,2.18,85.34,03/25/20,126.79
RF,10.67,0.69,2.6,1.55,6.52,14.81%,24.88%,"Banks - Southeast",Finance,10540897000,0.62,6.94,03/19/20,17.54
BK,36,1.87,2.25,4.03,8.85,-8.30%,29.76%,"Banks - Major Regional",Finance,32870794000,1.24,26.4,03/18/20,53.6
TRV,106.42,-1.03,12.53,9.6,10.93,4.12%,16.27%,"Insurance - Proprty & Casualty",Finance,27987102000,3.28,76.99,03/18/20,155.09
VIAC,16.06,-0.34,3.63,4.45,3.55,-72.71%,101.45%,"Movie & TV Production & Dist","Consumer Discretionary",10163518000,0.96,10.1,03/18/20,53.71
ACN,172.57,6.06,20.42,7.67,22.39,92.57%,35.58%,Consulting,"Business Services",113098760000,3.2,137.15,03/23/20,216.39
PPL,25.9,-1.52,4.13,2.46,10.49,-19.80%,-32.44%,"Utility - Electric Power",Utilities,20500636000,1.66,18.12,03/23/20,36.83
FLT,218.23,-17.23,33.45,11.24,19.6,44.02%,120.85%,"Financial Transaction Services","Business Services",19220672000,0,168.51,03/23/20,329.85
EMN,57.93,11.62,12.84,7.12,7.94,-21.29%,-2.67%,"Chemical - Diversified","Basic Materials",8114231000,2.64,34.44,03/18/20,86.18
BA,147.33,-22.87,22.81,5.2,28.24,1.50%,-15.65%,"Aerospace - Defense",Aerospace,85508992000,0,89,03/18/20,391
ZION,30.08,0.66,5.4,4.34,6.78,13.16%,37.41%,"Banks - West",Finance,5083583000,1.36,23.58,03/23/20,52.48
AON,186.38,8.93,32.24,9.16,20.52,99.70%,-8.57%,"Insurance - Brokers",Finance,44475324000,1.76,143.93,03/23/20,238.19
AIV,38.35,-7.7,7.71,3.19,14.62,6.70%,-7.12%,"REIT - Equity Trust Resident",Finance,5952732000,1.64,24.53,03/24/20,55.68
DE,139.8,0.84,4.28,10,14.68,66.55%,8.85%,"Machinery - Farm","Industrial Products",45710116000,3.04,106.14,03/18/20,181.99
NLOK,18.86,1.41,0.57,0.97,20.19,-20.09%,-29.13%,"Protection - Safety","Industrial Products",11629438000,0.5,15.12,03/18/20,28.7
NWL,13.34,0.38,1.35,1.74,7.74,-63.45%,69.63%,"Consumer Prdts - Misc Staple","Consumer Staples",5992525000,0.92,10.44,03/23/20,20.99
UAA,9.81,-1,1.59,0.34,28.68,-75.50%,70.77%,"Textile - Apparel","Consumer Staples",4712545000,0,7.39,04/03/20,27.72
MOS,12.2,1.19,2.26,0.16,73.75,-71.38%,-1.65%,Fertilizers,"Basic Materials",4912570000,0.2,6.5,03/18/20,27.36
TPR,14.77,-1.46,3.68,2.53,5.92,-62.97%,25.40%,"Retail - Apparel & Shoes",Retail-Wholesale,4333655000,1.35,10.18,04/02/20,36.06
DHI,38.63,-0.67,6.49,4.53,8.75,45.17%,119.23%,"Building - Residential & Comm",Construction,15035579000,0.7,25.51,03/18/20,62.54
KMX,62.6,-6.59,14,5.33,11.86,-5.82%,42.41%,"Retail - Wholesale Auto Parts",Retail-Wholesale,10865102000,0,37.59,03/18/20,103.18
PHM,24.8,-5.73,5.88,3.6,7.09,18.70%,75.41%,"Building - Residential & Comm",Construction,7111142000,0.48,17.12,03/23/20,47.37
PBCT,11.58,-1.28,2.07,1.38,8.12,-18.22%,67.38%,"Finance - Savings & Loan",Finance,5223343000,0.71,9.37,04/03/20,17.66
SYK,172.08,7.78,24.01,8.26,21.36,97.54%,53.84%,"Medical Products",Medical,68488576000,2.3,124.54,03/23/20,226.3
EXPE,58.79,-10.84,10.08,4.86,12.46,-35.05%,109.37%,"Internet Commerce",Retail-Wholesale,8738051000,1.36,40.76,03/18/20,144
PLD,86.41,8.59,12.82,2.47,26.04,113.92%,89.15%,"REIT - Equity Trust Other",Finance,67796728000,2.32,59.82,03/23/20,99.79
CPRT,70.67,-3.17,8.87,2.56,28.12,305.35%,75.50%,"Auction Valuation Services","Business Services",17525538000,0,55.69,03/23/20,104.88
IFF,120.07,11.05,21.17,5.86,20.69,9.54%,66.42%,"Consumer Prdts - Misc Staple","Consumer Staples",13603371000,3,92.14,03/23/20,152.95
CMA,32.78,-5.89,5.44,7.8,4.23,-24.46%,45.80%,"Banks - Major Regional",Finance,4876954000,2.72,24.28,03/19/20,80.32
TFC,33.94,0.11,6.73,4.36,7.5,-6.26%,47.73%,"Banks - Major Regional",Finance,48568020000,1.8,24.01,03/16/20,56.92
KSS,18.79,-6,7.28,4.89,3.58,-73.26%,5.00%,"Retail - Regional Dept Stores",Retail-Wholesale,3090948000,2.82,10.89,04/03/20,75.91
LNC,32.37,3.51,8.91,9.13,3.57,-39.62%,27.33%,"Insurance - Life",Finance,6699306000,1.6,16.11,03/23/20,67.52
NVR,2764.8,-157.48,401.86,221.25,13.26,121.00%,66.24%,"Building - Residential & Comm",Construction,10798471000,0,2043.01,03/18/20,4071.13
O,53.54,-18.38,9.94,1.4,15.95,15.06%,59.78%,"REIT - Equity Trust Retail",Finance,19463800000,2.8,38,03/19/20,84.92
ALB,63.31,-4.7,10.61,6.04,10.24,13.50%,46.77%,"Chemical - Diversified","Basic Materials",7125499000,1.54,48.89,03/23/20,99.4
RL,75.97,-7.7,14.97,8.25,9.23,-39.89%,-15.26%,"Textile - Apparel","Consumer Staples",5929594000,2.75,59.82,04/03/20,133.63
SBAC,289,7.11,24.2,1.29,35.58,155.37%,31.94%,"REIT - Equity Trust Other",Finance,34229008000,1.86,193.91,04/18/19,314.84
RHI,40.93,-6.3,2.96,3.9,10.62,-26.29%,29.38%,Staffing,"Business Services",4982394000,1.36,32.38,03/23/20,69.08
AVY,108.78,2.7,15.17,6.59,16.72,125.24%,11.69%,"Office Supply & Forms","Industrial Products",9581538000,2.32,76.96,03/23/20,141.09
BF.B,59.51,6.36,4.07,1.79,34.2,69.95%,11.13%,"Beverages - Alcohol","Consumer Staples",30070162000,0.7,44.68,03/23/20,72.85
DRI,60.89,-4.43,15.41,6.16,10.32,-0.92%,35.40%,"Retail - Restaurants",Retail-Wholesale,7773751000,0,26.15,03/18/20,128.41
CARR,13.99,1.99,-2.93,0,0,0.00%,0.00%,"Electronics Products - Misc","Computers and Technology",0,0,11.5,03/24/20,17.25
WFC,31.43,0.54,5.2,4.35,6.96,-38.58%,17.59%,"Banks - Major Regional",Finance,135768016000,2.04,25.1,03/23/20,54.75
COF,56.5,-16.34,14.23,12.08,4.7,-26.70%,41.46%,"Finance - Consumer Loans",Finance,27495576000,1.6,38,03/18/20,107.59
DD,38.32,1.22,6.45,5.4,7.2,-42.22%,-63.02%,"Chemical - Diversified","Basic Materials",30152242000,1.2,28.33,03/23/20,83.66
PEAK,26.85,-2.01,6.56,0.1,15.16,-34.41%,-11.87%,"REIT - Equity Trust Other",Finance,14334667000,1.48,18.63,03/18/20,37.93
CCL,11.5,-6.08,3.01,4.4,2.9,-73.58%,31.11%,"Leisure & Recreation Services","Consumer Discretionary",6553786000,2,7.8,04/02/20,56.04
NCLH,11.36,0.26,2.9,5.09,2.3,-74.89%,106.74%,"Leisure & Recreation Services","Consumer Discretionary",2795091000,0,7.03,03/18/20,59.78
HOG,19.23,-4.49,4.19,3.34,5.64,-65.13%,-13.92%,"Auto - Domestic",Auto-Tires-Trucks,3228833000,1.52,14.31,03/23/20,41.4
TDG,313.6,-101.12,43.29,18.66,17.59,57.05%,120.12%,"Aerospace - Defense Equipment",Aerospace,18497660000,0,200.06,03/18/20,673.51
CAT,114.14,14.5,-0.53,11.06,11.52,50.13%,-2.51%,"Machinery - Construct & Mining","Industrial Products",68776880000,4.12,87.5,03/12/20,150.55
GPS,8.33,-2.48,2.68,1.98,3.96,-77.63%,-0.32%,"Retail - Apparel & Shoes",Retail-Wholesale,3375135000,0,5.26,04/02/20,26.85
SIVB,170.41,13.74,31.07,21.73,7.76,46.21%,141.15%,"Banks - West",Finance,9571763000,0,127.39,03/16/20,270.95
UAL,28.91,-12.73,6.02,12.1,2.27,-48.77%,11.20%,"Transportation - Airline",Transportation,7810457000,0,17.8,03/18/20,96.03
LB,13.71,-2.41,2.37,2.28,6.39,-83.31%,12.75%,"Retail - Apparel & Shoes",Retail-Wholesale,4128638000,1.2,8,03/17/20,28.01
SYF,16.22,-7.91,2.97,4.29,3.92,-42.27%,52.91%,"Finance - Misc Services",Finance,10347045000,0.88,12.15,03/18/20,38.18
FBHS,46.86,-1.74,11.44,3.61,13.1,13.31%,43.63%,"Protection - Safety","Industrial Products",7101256000,0.96,33.9,03/23/20,73.28
DFS,36.18,-15.58,7.65,9.08,4.1,-33.63%,45.55%,"Finance - Consumer Loans",Finance,12089933000,1.76,23.25,03/19/20,92.98
LEN,41.35,-4.33,7.96,6.29,6.89,-7.78%,186.12%,"Building - Residential & Comm",Construction,14150438000,0.5,25.42,03/18/20,71.38
AAL,11.56,-2.75,2.17,4.91,2.31,-74.04%,7.31%,"Transportation - Airline",Transportation,5329998000,0.4,9.09,04/03/20,35.24
WELL,52.48,1.2,15.22,3.23,12.37,-24.79%,53.17%,"REIT - Equity Trust Other",Finance,23237468000,3.48,24.27,03/18/20,93.17
XRX,18.19,-5.77,1.29,4.31,4.47,-43.00%,-53.60%,"Office Supply & Forms","Industrial Products",4119595000,1,15.01,03/19/20,39.47
ADS,35.82,-13.69,9.33,16.33,2.49,-86.91%,5.25%,"Financial Transaction Services","Business Services",1837488000,2.52,20.51,03/19/20,172.74
PVH,46.06,-4.28,15.07,9.54,5.02,-52.27%,20.24%,"Textile - Apparel","Consumer Staples",3509417000,0.15,28.4,03/23/20,134.24
TXT,27.44,-1.68,2.59,3.75,7.44,-34.30%,-1.79%,"Aerospace - Defense",Aerospace,6701869000,0.08,20.26,03/23/20,58
ALK,29.51,-8.44,4.82,6.43,4.53,-49.80%,63.58%,"Transportation - Airline",Transportation,3874912000,0,20.02,03/18/20,72.22
UA,8.73,-0.75,1.25,0.34,25.41,0.00%,70.77%,"Textile - Apparel","Consumer Staples",4224573000,0,6.6,04/03/20,24.55
ARE,147.35,-0.39,17.36,3.09,21.18,69.90%,110.67%,"REIT - Equity Trust Other",Finance,19913570000,4.12,109.22,03/23/20,175.74
SNA,114.16,-12.06,18.64,12.27,9.49,-16.45%,13.80%,"Tools - Hand Held","Consumer Discretionary",6678377000,4.32,90.72,03/23/20,174
OTIS,46,0.75,-1.32,0,0,0.00%,0.00%,"Building & Construction - Misc",Construction,0,0,38,03/25/20,50.25
EXR,96.45,-0.13,0.32,3.22,20.08,56.35%,102.18%,"REIT - Equity Trust Other",Finance,13338475000,3.6,72.7,03/23/20,124.46
WAB,51.82,-3.13,7.76,4.19,12.54,-41.89%,169.34%,"Transportation - Equip & Lease",Transportation,10500616000,0.48,35.07,03/18/20,81.75
