Symbol,Last,"1M Chg","5D Chg","Earnings ttm","P/E ttm","5Y Return","5Y Rev%",Industry,Sector,"Market Cap",Dividend(a),"52W Low","52W Low Date","52W High"
MSFT,177.77,39.32,11.16,5.4,32.79,273.09%,44.93%,"Computer - Software","Computers and Technology",1358440064000,2.04,119.01,06/03/19,190.7
PNW,77.88,13.58,-0.48,4.78,16.53,25.35%,-0.58%,"Utility - Electric Power",Utilities,8988996000,3.13,60.05,03/18/20,105.51
WM,99.27,0.87,2.43,4.43,22.02,90.41%,10.42%,"Waste Removal Svcs","Business Services",42477080000,2.18,85.34,03/25/20,126.79
WEC,97.94,25.16,4.23,3.58,27.64,96.32%,50.55%,"Utility - Electric Power",Utilities,31650746000,2.53,68.01,03/23/20,109.53
TXN,113.91,14.71,4.64,5.12,21.76,107.47%,10.26%,"Semi General","Computers and Technology",106052976000,3.6,93.09,03/16/20,135.7
TAP,44.06,6.95,-1.13,4.54,9.51,-40.93%,155.15%,"Beverages - Alcohol","Consumer Staples",9602945000,2.28,34.01,03/23/20,64.32
IEX,151.45,34.57,4.42,5.79,25.36,101.25%,16.15%,"Machinery - General Industrial","Industrial Products",11643981000,2,104.56,03/18/20,178.14
FAST,35.55,6.79,3.26,1.38,25.49,72.62%,42.86%,"Building Prds Retail - Wsale",Retail-Wholesale,20638048000,1,26.72,03/23/20,39.31
CRM,162.24,21.47,8.32,1.07,146.79,139.75%,218.19%,"Computer - Software","Computers and Technology",145544896000,0,115.29,03/18/20,195.72
HON,135.91,24.27,-1.17,8.16,16.22,34.95%,-8.92%,"Conglomerates - Div Operations",Conglomerates,98566832000,3.6,101.08,03/23/20,184.06
HBAN,8.03,0.35,-0.75,1.27,5.65,-25.30%,91.33%,"Banks - Midwest",Finance,8214704000,0.6,6.82,04/03/20,15.63
SYK,187.07,47.99,15.29,8.26,21.16,95.57%,53.84%,"Medical Products",Medical,71033656000,2.3,124.54,03/23/20,226.3
CL,72.46,10.5,3.09,2.83,25.74,6.14%,-9.17%,"Soap and Cleaning Products","Consumer Staples",62776304000,1.72,58.49,03/23/20,77.41
AMCR,8.65,1.38,-0.22,0.42,0,0.00%,117.76%,"Containers - Paper Products","Industrial Products",14083532000,0.46,5.8,03/16/20,11.77
SIVB,174.2,21.05,1.28,21.73,7.43,34.89%,141.15%,"Banks - West",Finance,8953199000,0,127.39,03/16/20,270.95
NTAP,41.78,5.5,0.11,3.58,11.51,16.69%,-2.83%,"Computer - Storage Devices","Computers and Technology",9322611000,1.92,34.66,03/23/20,77.61
ETN,78.32,13.56,0.1,5.68,13.35,15.57%,-5.15%,"Machinery - Electrical","Industrial Products",32610498000,2.92,56.42,03/23/20,105.78
AIZ,103.77,13.53,-3.99,8.49,11.85,76.09%,-2.84%,"Insurance - Multi Line",Finance,6329978000,2.52,76.27,03/19/20,142.61
KO,47.72,9.33,0.7,2.11,22.32,17.53%,-18.98%,"Beverages - Soft","Consumer Staples",206190672000,1.64,36.27,03/23/20,60.13
SRE,122.84,23.82,-3.53,6.07,19.35,13.63%,-1.87%,"Utility - Gas Distribution",Utilities,36385388000,4.18,88,03/23/20,161.87
SYY,49.91,14.58,2.86,3.72,12.3,32.64%,29.23%,"Food - Misc & Diversified","Consumer Staples",25583088000,1.8,26,03/18/20,85.98
CPRI,12.96,2.95,-0.2,4.4,2.78,-79.63%,58.21%,"Retail - Apparel & Shoes",Retail-Wholesale,1931290000,0,5.42,03/18/20,48.89
LMT,394.11,106.99,28.27,21.94,17.22,105.51%,31.17%,"Aerospace - Defense",Aerospace,113110592000,9.6,266.11,03/23/20,442.53
AFL,35.97,9.45,-1.1,4.44,7.89,13.66%,-1.85%,"Insurance - Accident & Health",Finance,26357200000,1.12,23.07,03/18/20,57.18
NRG,31.27,7.8,1.13,3.46,8.58,22.88%,-38.11%,"Utility - Electric Power",Utilities,7859503000,1.2,19.54,03/18/20,41.78
AWK,128.67,29.97,3.42,3.61,36.35,137.62%,19.88%,"Utility - Water Supply",Utilities,23851194000,2,92,03/23/20,141.7
REGN,565.11,125.57,47,21.46,25.16,18.48%,178.89%,"Medical - Biomedical",Medical,62577132000,0,271.37,09/27/19,572.5
J,83.32,17.84,3.66,5.27,15,81.82%,0.34%,"Engineering & R&D Services","Industrial Products",11202810000,0.76,59.29,03/23/20,104
MCD,183.7,36.01,4.39,7.85,22.87,88.47%,-23.19%,"Retail - Restaurants",Retail-Wholesale,138727696000,5,124.23,03/18/20,221.93
IBM,119.96,23.7,-2.06,12.81,9.03,-29.25%,-16.86%,"Computer - Integrated Systems","Computers and Technology",106715576000,6.48,90.56,03/23/20,158.75
HD,208.6,55.45,8.81,10.25,19.5,84.19%,32.52%,"Building Prds Retail - Wsale",Retail-Wholesale,224941360000,6,140.63,03/18/20,247.36
COO,301.16,52.95,4.57,12.16,24.42,68.52%,54.47%,"Medical - Dental Suppliers",Medical,16333913000,0.06,236.68,03/18/20,365.68
JBHT,105.79,25.99,11.69,5.21,20.34,18.31%,48.66%,"Transportation - Truck",Transportation,11431344000,1.08,75.29,03/16/20,122.29
PNC,100.9,11.03,-0.44,11.4,8.43,11.54%,32.82%,"Banks - Major Regional",Finance,43515788000,4.6,79.41,03/23/20,161.79
WFC,28.18,1.62,-3.31,4.35,8.51,-48.12%,17.59%,"Banks - Major Regional",Finance,116057112000,2.04,25.1,03/23/20,54.75
WBA,44.18,-2.32,-0.01,5.79,7.47,-48.24%,79.16%,"Retail - Drug Stores",Retail-Wholesale,39036288000,1.83,39.4,04/02/20,64.5
MS,38.81,9.07,-0.84,4.97,8.29,4.63%,20.84%,"Finance - Investment Brokers",Finance,61588208000,1.4,27.2,03/18/20,57.57
MKC,155.93,30.94,6.79,5.31,29.27,106.87%,26.02%,"Food - Misc & Diversified","Consumer Staples",20852720000,2.48,112.22,03/23/20,174.58
GD,136.69,22.95,-0.01,11.98,11.06,3.05%,27.54%,"Aerospace - Defense",Aerospace,40104536000,4.4,100.55,03/23/20,193.76
DISCA,21.83,3.18,-0.05,3.7,5.8,-32.31%,77.88%,"Broadcast - Radio & TV","Consumer Discretionary",11630474000,0,17.12,03/23/20,33.65
RTX,65.46,16.78,3.64,8.26,7.56,-3.59%,18.35%,"Aerospace - Defense Equipment",Aerospace,57227520000,2.94,40.72,03/18/20,93.47
FRC,100.08,19.54,5.7,5.2,18.52,70.07%,130.75%,"Banks - West",Finance,16848368000,0.76,70.06,03/23/20,122.34
ADSK,180,31.27,18.38,1.41,121.28,188.86%,30.34%,"Computer - Software","Computers and Technology",39720128000,0,125.38,03/18/20,211.58
ORCL,54.17,8.47,1.15,3.47,15.48,26.79%,3.22%,"Computer - Software","Computers and Technology",172248752000,0.96,39.71,03/12/20,60.5
ROP,319.11,35.78,4.21,13.05,23.76,89.48%,51.20%,"Machinery - General Industrial","Industrial Products",34164236000,2.05,240,03/16/20,395
PBCT,11.43,-0.44,-0.21,1.38,7.65,-24.22%,67.38%,"Finance - Savings & Loan",Finance,4875120000,0.71,9.37,04/03/20,17.66
EXPD,70.85,16.11,0.5,3.41,20.51,54.41%,24.54%,"Transportation - Services",Transportation,12051529000,1,52.55,03/23/20,81.64
CI,192.34,49.78,14.39,17.05,11.46,48.58%,339.84%,"Insurance - Multi Line",Finance,72200640000,0.04,118.5,03/18/20,224.64
KMB,140.56,22,7.57,6.88,20.31,27.14%,-6.46%,"Consumer Prdts - Misc Staple","Consumer Staples",48466832000,4.28,110.66,03/24/20,149.23
DHR,155.59,31.52,9.2,4.7,32.95,87.91%,-10.06%,"Conglomerates - Div Operations",Conglomerates,109084976000,0.72,119.6,03/23/20,169.19
PPG,91.54,12.31,-1.65,6.21,14.32,-16.43%,-1.39%,"Chemical - Diversified","Basic Materials",22012762000,2.04,69.77,03/19/20,134.36
QRVO,85.76,14.28,0.4,5.39,16.11,23.03%,169.14%,"Semi Radio Frequency","Computers and Technology",9980144000,0,58.52,05/23/19,122.37
HRB,14.11,1.09,-0.32,2.16,6.33,-55.49%,2.33%,"Consumer Services - Misc","Consumer Discretionary",2763941000,1.04,11.29,03/23/20,29.62
CMG,811.96,243.47,65.39,14.07,55.92,28.67%,35.98%,"Retail - Restaurants",Retail-Wholesale,22810070000,0,415,03/18/20,940.28
HSY,145.24,26.78,1.86,5.79,25.12,54.77%,7.61%,"Food - Confectionery","Consumer Staples",30719694000,3.09,109.88,03/23/20,162.2
TMO,327.96,48.77,11.82,12.34,26.65,155.02%,51.23%,"Medical Instruments",Medical,132243384000,0.88,250.21,03/23/20,342.26
GRMN,81.27,14.97,3.18,4.45,17.68,77.77%,30.89%,"Electronics Products - Misc","Computers and Technology",15657309000,2.28,61.04,03/23/20,105.58
GOOG,1270.25,193.59,48.35,51.58,24.5,127.10%,145.23%,"Internet - Services","Computers and Technology",881958464000,0,1013.54,03/23/20,1532.11
GLW,20.62,1.58,0.03,1.75,11.34,-7.99%,18.40%,"Communications Components","Computers and Technology",15801486000,0.88,17.44,03/23/20,34.91
EFX,127.8,20.58,4.81,5.61,21.75,29.93%,43.97%,"Financial Transaction Services","Business Services",15608629000,1.56,103.01,03/23/20,164.77
DE,137.97,24.94,-3.23,10,12.99,56.65%,8.85%,"Machinery - Farm","Industrial Products",43423828000,3.04,106.14,03/18/20,181.99
MCHP,78.93,19.6,-0.32,5.05,15.36,69.74%,177.00%,"Semi Analog & Mixed","Computers and Technology",19244482000,1.47,53.15,03/19/20,112.47
ANTM,267.56,72.55,23.61,19.42,14,73.59%,41.07%,"Medical - HMO",Medical,67527328000,3.8,171.03,03/23/20,312.48
GOOGL,1264.63,193.18,50.98,51.58,24.38,122.95%,145.23%,"Internet - Services","Computers and Technology",879037504000,0,1008.87,03/23/20,1530.74
EXR,91.24,12.17,-4.56,3.22,18.69,37.70%,102.18%,"REIT - Equity Trust Other",Finance,12066971000,3.6,72.7,03/23/20,124.46
ACN,173.31,22.74,0.11,7.67,21.9,87.46%,35.58%,Consulting,"Business Services",111299808000,3.2,137.15,03/23/20,216.39
IRM,24.66,1.93,-1.6,0.85,10.59,-31.57%,36.72%,"REIT - Equity Trust Other",Finance,7193846000,2.47,21,04/02/20,36.52
INTU,261.59,59.8,11.55,5.89,43.71,162.16%,50.55%,"Computer - Software","Computers and Technology",69123360000,2.12,187.68,03/23/20,306.89
PAYX,66.7,14.57,2.39,3.01,21.19,37.11%,49.77%,Outsourcing,"Business Services",24213262000,2.48,47.87,03/18/20,90.54
TEL,66.75,10.92,-2.64,5.46,11.66,-2.03%,-3.34%,"Electronics - Misc Components","Computers and Technology",22504932000,1.84,48.62,03/19/20,101
CSX,61.52,12.01,0.31,4.17,14.54,69.10%,-5.78%,"Transportation - Rail",Transportation,48573056000,1.04,46.81,03/23/20,80.73
ALB,60.91,7.13,-2.73,6.04,9.7,4.19%,46.77%,"Chemical - Diversified","Basic Materials",6535429000,1.54,48.89,03/23/20,99.4
XEL,65.58,15.53,2.51,2.64,24.72,92.57%,-1.34%,"Utility - Electric Power",Utilities,35231524000,1.72,46.58,03/23/20,72.14
MNST,61.43,9.17,1.74,2.03,30.48,31.59%,70.43%,"Beverages - Soft","Consumer Staples",33389562000,0,50.06,03/20/20,70.52
LH,146.79,39.08,5.87,11.31,12.25,17.01%,92.21%,"Medical - Dental Suppliers",Medical,14421736000,0,98.02,03/19/20,196.36
DVA,77.23,12.01,3.41,5.52,13.89,-6.85%,-10.99%,"Medical - Outpatient & Hm Care",Medical,9816896000,0,43.4,05/31/19,90.15
PAYC,220.36,28.82,5.28,2.94,70.31,583.65%,388.75%,"Internet - Software","Computers and Technology",13239762000,0,163.42,04/03/20,342
NOC,350.36,66.97,12.14,21.22,16.32,120.24%,41.13%,"Aerospace - Defense",Aerospace,59606488000,5.28,263.31,03/23/20,385.01
AVGO,262.74,70.17,2.47,16.85,15.33,122.49%,429.33%,"Electronics - Semiconductors","Computers and Technology",106296432000,13,155.67,03/18/20,331.58
MCK,140.94,14.81,8.76,14.41,9.58,-38.22%,55.74%,"Medical - Dental Suppliers",Medical,25055056000,1.64,111.9,04/22/19,172.18
EXPE,61.64,13.68,3.69,4.86,11.98,-36.07%,109.37%,"Internet Commerce",Retail-Wholesale,8850042000,1.36,40.76,03/18/20,144
PCAR,67.15,14.52,0.89,6.87,9.63,2.28%,34.76%,"Auto - Domestic",Auto-Tires-Trucks,23433420000,1.28,49.11,03/23/20,83.41
DUK,87.98,20.64,1.68,5.06,17.31,13.46%,4.82%,"Utility - Electric Power",Utilities,66136012000,3.78,62.13,03/23/20,103.79
ISRG,520.4,125.92,25.58,11.55,43.97,212.10%,110.09%,"Medical Instruments",Medical,61449028000,0,360.5,03/23/20,619
HLT,74.41,13.13,8.09,3.91,17.94,21.70%,-10.00%,"Hotels & Motels","Consumer Discretionary",20980618000,0,44.3,03/18/20,115.48
FMC,84.92,19.77,-1.54,6.08,13.71,47.00%,14.17%,"Chemical - Diversified","Basic Materials",11144869000,1.76,56.77,03/18/20,108.77
ADM,36.81,6.14,0.68,3.25,10.97,-22.86%,-20.38%,"Agriculture Operations","Consumer Staples",20722566000,1.44,28.92,03/23/20,47.2
PEP,136.63,31.98,5.02,5.52,24.57,44.53%,0.72%,"Beverages - Soft","Consumer Staples",191131920000,3.82,101.42,03/20/20,147.2
DISCK,19.95,3.09,0.11,3.7,5.27,-34.88%,77.88%,"Broadcast - Radio & TV","Consumer Discretionary",10611363000,0,15.43,03/23/20,31.2
MDT,102.28,24.63,2.57,5.55,17.24,33.14%,79.69%,"Medical Products",Medical,138479360000,2.16,72.13,03/18/20,122.15
ALL,104.03,29.79,5.66,10.45,9.56,47.88%,26.78%,"Insurance - Proprty & Casualty",Finance,33250616000,2.16,64.13,03/18/20,125.92
QCOM,75.91,14.34,1.95,2.6,29.56,11.62%,-8.36%,"Wireless Equipment","Computers and Technology",87065584000,2.48,58,03/18/20,96.17
WMB,17.82,6.33,0.76,0.98,16.93,-65.61%,7.39%,"Oil - Production & Pipeline",Oils-Energy,21933282000,1.6,8.41,03/19/20,29.06
IFF,124.33,21.18,3.52,5.86,20.46,8.00%,66.42%,"Consumer Prdts - Misc Staple","Consumer Staples",13363067000,3,92.14,03/23/20,152.95
COTY,5.72,1.2,-0.11,0.63,9.08,-76.80%,90.01%,"Cosmetics & Toiletries","Consumer Staples",4373163000,0.5,3.02,03/18/20,14.14
DG,179.44,39.74,8.3,6.74,26.73,137.71%,46.77%,"Retail - Discount",Retail-Wholesale,45803392000,1.44,116.15,05/15/19,183.95
PGR,81.54,13.15,4.33,6.72,13.05,207.15%,101.24%,"Insurance - Proprty & Casualty",Finance,48287168000,0.4,62.18,03/23/20,84.96
VMC,110.62,25.99,1.21,4.7,22.6,34.22%,64.62%,"Building - CMT & CNT & AG",Construction,14850136000,1.36,65.56,03/18/20,152.49
ANSS,262.1,47.53,17.71,5.44,47.39,201.74%,61.95%,"Computer - Software","Computers and Technology",22672704000,0,174.25,06/03/19,299.06
ORLY,367.29,105.06,20.91,17.89,20.55,62.86%,40.66%,"Retail - Wholesale Auto Parts",Retail-Wholesale,27733862000,0,251.51,03/23/20,454.31
EMN,54.15,13.6,-3.52,7.12,7.34,-26.99%,-2.67%,"Chemical - Diversified","Basic Materials",7487759000,2.64,34.44,03/18/20,84.27
CME,189.38,30.81,6.54,6.8,27.55,113.17%,56.40%,"Securities Exchanges",Finance,68677568000,3.4,131.8,03/19/20,225.36
ETR,98.9,20.01,2.11,5.37,18.09,27.96%,-12.94%,"Utility - Electric Power",Utilities,20336636000,3.72,75.19,03/23/20,135.55
CMCSA,37.69,4.23,0.41,3.12,12.13,27.70%,58.40%,"Cable TV","Consumer Discretionary",173379552000,0.92,31.7,03/23/20,47.74
BR,108.52,17.78,5.96,4.52,23.68,101.43%,70.53%,Outsourcing,"Business Services",12621442000,2.16,81.9,03/23/20,136.99
AEE,76.24,13.92,1.03,3.35,23.06,83.91%,-2.36%,"Utility - Electric Power",Utilities,19203540000,1.98,58.74,03/23/20,87.65
ADP,138.74,27.23,-0.24,5.77,23.73,65.98%,16.13%,Outsourcing,"Business Services",60911856000,3.64,103.11,03/18/20,182.32
PSA,194.53,22.75,-7.46,7.29,18.08,1.49%,29.67%,"REIT - Equity Trust Other",Finance,34336452000,8,155.37,03/23/20,266.76
LW,59.75,11.52,0.89,3.25,17.71,0.00%,33.44%,"Food - Misc & Diversified","Consumer Staples",8750657000,0.92,39.06,03/18/20,96.32
UNM,15.16,4.75,-0.44,5.44,2.67,-53.95%,14.17%,"Insurance - Accident & Health",Finance,3148080000,1.14,9.58,03/23/20,37.81
RE,191.99,0.16,-7.33,21.35,8.77,7.71%,42.15%,"Insurance - Proprty & Casualty",Finance,9878565000,6.2,168.16,03/23/20,294.31
EMR,50.31,6.06,-1.04,3.52,13.46,-12.33%,-25.13%,"Machinery - Electrical","Industrial Products",30922444000,2,37.75,03/23/20,78.38
IT,104.35,21.15,-1.39,3.91,25.35,26.94%,110.01%,Consulting,"Business Services",9441141000,0,76.91,03/18/20,171.77
ABBV,83.2,14.71,3.23,8.94,9.16,26.31%,66.66%,"Large Cap Pharma",Medical,123228352000,4.72,62.55,03/23/20,97.86
CBOE,103.21,22.81,9.19,4.74,20.66,78.17%,304.40%,"Securities Exchanges",Finance,11264369000,1.44,72.01,03/19/20,127.93
EBAY,38.08,10.05,2.87,2.29,16.25,50.26%,-39.67%,"Internet Commerce",Retail-Wholesale,29817216000,0.64,26.02,03/23/20,42
NEM,59.1,18.89,-0.32,1.31,45.73,137.11%,33.57%,"Mining - Misc","Basic Materials",47845284000,0.56,29.77,05/10/19,61.53
CTXS,150.88,31.6,10.94,4.1,36.72,182.00%,-4.21%,"Computer - Software","Computers and Technology",18403868000,1.4,90.28,08/07/19,152.05
VRTX,272.04,65.35,19.07,4.25,62.3,103.05%,617.21%,"Medical - Biomedical",Medical,70121896000,0,164.07,05/13/19,272.67
GIS,60.78,7.49,3.19,3.34,18.17,7.61%,-5.83%,"Food - Misc & Diversified","Consumer Staples",36774452000,1.96,46.59,02/28/20,60.92
AZO,986.92,266.69,52.63,65.27,14.99,41.28%,25.21%,"Retail - Wholesale Auto Parts",Retail-Wholesale,23160504000,0,684.91,03/23/20,1274.41
CFG,19.87,2.4,-1.27,3.86,4.45,-22.29%,50.99%,"Finance - Savings & Loan",Finance,8493114000,1.56,14.12,03/18/20,41.29
CAG,33.63,7.61,1.7,1.89,17.71,15.01%,-46.12%,"Food - Misc & Diversified","Consumer Staples",16356013000,0.85,22.83,03/13/20,35.59
BDX,260.8,41.87,13.93,11.63,22.49,81.11%,104.71%,"Medical - Dental Suppliers",Medical,70884624000,3.16,197.75,03/23/20,286.72
BBY,70.04,18.92,2.23,6.13,10.6,98.93%,8.18%,"Retail - Consumer Electronics",Retail-Wholesale,18217902000,2.2,48.1,03/19/20,91.99
ICE,90.21,17.51,5.32,3.87,22.76,102.34%,68.24%,"Securities Exchanges",Finance,49642076000,1.2,63.51,03/23/20,101.93
MMM,145.5,21.66,0.15,8.96,16.17,-7.88%,0.99%,"Conglomerates - Div Operations",Conglomerates,84221976000,5.88,114.04,03/23/20,219.75
TSCO,93,17.28,3.52,4.68,19.49,1.91%,46.22%,"Retail - Misc & Diversified",Retail-Wholesale,10757838000,1.4,63.89,03/17/20,114.25
STE,154.52,39.34,5.53,5.53,27.18,119.01%,71.50%,"Medical Instruments",Medical,13143471000,1.48,105.69,03/23/20,168.98
AMGN,236.12,46.82,16.8,14.83,15.57,39.94%,16.44%,"Medical - Biomedical",Medical,138106672000,6.4,166.3,05/15/19,244.99
AGN,187.04,16.16,3.21,17.64,10.5,-36.70%,23.17%,"Medical - Generic Drugs",Medical,61523376000,2.96,114.27,06/17/19,202.21
NEE,243.74,54.54,10.08,8.38,28.34,134.42%,12.83%,"Utility - Electric Power",Utilities,120527768000,5.6,174.8,03/23/20,283.35
ABT,96.07,28.02,10.17,3.24,29.45,98.70%,57.57%,"Medical Products",Medical,169307200000,1.44,61.61,03/23/20,97.75
MGM,14.08,4.97,0.17,0.74,18.68,-36.00%,27.95%,Gaming,"Consumer Discretionary",6937090000,0.6,5.9,03/18/20,34.63
KEY,10.82,1.62,-0.76,1.8,6.41,-24.03%,76.83%,"Banks - Major Regional",Finance,10484511000,0.74,7.45,03/19/20,20.52
VRSN,211.13,52.68,10.81,5.01,41.14,222.77%,21.93%,"Internet Software Services","Computers and Technology",24301706000,0,148.77,03/23/20,221.78
CVS,63.19,8.62,4.36,7.08,8.84,-37.63%,84.24%,"Retail - Drug Stores",Retail-Wholesale,82631584000,2,51.72,05/17/19,77.03
WMT,132.24,18.04,6.71,4.94,26.79,65.48%,7.89%,"Retail - Supermarket",Retail-Wholesale,374200448000,2.16,98.85,05/09/19,133.37
BIIB,345.48,63.47,19.3,33.64,10.06,-7.42%,48.18%,"Medical - Biomedical",Medical,59625620000,0,215.77,09/04/19,374.99
ZION,29,3.47,-1.03,4.34,6.21,5.32%,37.41%,"Banks - West",Finance,4769498000,1.36,23.58,03/23/20,52.48
NLOK,20.08,3.14,1.23,0.97,21.05,-18.44%,-29.13%,"Protection - Safety","Industrial Products",12079726000,0.5,15.12,03/18/20,28.7
EOG,41.07,7.16,-1.24,4.98,7.33,-56.74%,-3.63%,"Oil - US Exploration & Product",Oils-Energy,24353180000,1.5,27,03/18/20,107.89
K,65.76,9.55,2.56,3.94,16.28,2.02%,-6.87%,"Food - Misc & Diversified","Consumer Staples",22269284000,2.28,51.34,05/31/19,71.05
PSX,58.3,11.09,-2.12,8.07,6.63,-27.04%,-33.45%,"Oil - Refining and Marketing",Oils-Energy,26160220000,3.6,40.04,03/18/20,119.92
HWM,11.74,-1.48,-0.83,2.12,5.07,-11.88%,-40.63%,"Engineering & R&D Services","Industrial Products",5078457000,0.08,10.34,04/15/20,34.27
CARR,14.4,1.54,0.3,0,0,0.00%,0.00%,"Electronics Products - Misc","Computers and Technology",11901904000,0,11.5,03/24/20,17.25
DD,39.87,8.4,1.55,5.4,6.71,-47.20%,-63.02%,"Chemical - Diversified","Basic Materials",28148376000,1.2,28.33,03/23/20,81.88
NFLX,442.78,101.42,37.53,4.13,106.34,430.21%,266.17%,"Broadcast - Radio & TV","Consumer Discretionary",185597808000,0,252.28,09/24/19,449.52
TFC,34.04,4.23,0.33,4.36,6.8,-11.59%,47.73%,"Banks - Major Regional",Finance,44923068000,1.8,24.01,03/16/20,56.92
BMY,61.72,13.74,3.22,4.67,12.75,-7.90%,64.65%,"Large Cap Pharma",Medical,136805104000,1.8,42.48,07/23/19,68.34
ALXN,107.05,25.4,9.21,9.71,10.15,-42.54%,123.44%,"Medical - Biomedical",Medical,22982910000,0,72.67,03/16/20,137.52
MTB,107.69,8.61,-3.39,13.79,6.98,-11.81%,46.56%,"Banks - Major Regional",Finance,13707232000,4.4,87.64,03/23/20,174.93
AKAM,106.29,24.65,11.83,3.55,29.81,39.09%,47.34%,"Internet - Services","Computers and Technology",17054268000,0,73.19,06/03/19,108.25
CLX,197.23,19.12,11.05,6.37,30.85,77.13%,11.14%,"Soap and Cleaning Products","Consumer Staples",24206848000,4.24,144.12,10/02/19,214.26
UAA,9.9,1.8,0.16,0.34,27.47,-76.14%,70.77%,"Textile - Apparel","Consumer Staples",4450486000,0,7.39,04/03/20,27.72
BAX,94.13,18.2,7.95,2.62,0,140.41%,-31.85%,"Medical Products",Medical,47150188000,0.88,69.1,03/16/20,95
JNPR,22.9,5.17,0.97,1.24,17.69,-13.66%,-3.93%,"Wireless Equipment","Computers and Technology",7470941000,0.8,15.2,03/16/20,28.77
GILD,83.68,11.62,9.6,6.14,12.47,-19.00%,-9.81%,"Medical - Biomedical",Medical,105744672000,2.72,60.89,10/03/19,85.97
COG,21.1,6.24,2.18,1.62,11.92,-36.54%,-4.91%,"Oil - US Exploration & Product",Oils-Energy,8354153000,0.4,13.06,02/28/20,27.42
UA,8.9,1.71,0.21,0.34,24.59,0.00%,70.77%,"Textile - Apparel","Consumer Staples",4016733000,0,6.6,04/03/20,24.55
AMD,57.75,17.53,6.2,0.48,118.65,"2,360.87%",22.25%,"Electronics - Semiconductors","Computers and Technology",66270224000,0,26.03,05/23/19,59.27
CXO,50.44,11.82,0.33,3.05,15.08,-58.73%,72.62%,"Oil - US Exploration & Product",Oils-Energy,10216961000,0.8,33.13,03/18/20,124.53
TSN,63.33,9.24,0.68,5.54,10.99,61.29%,12.84%,"Food - Meat Products","Consumer Staples",22756406000,1.68,42.57,03/18/20,94.24
AMZN,2420.99,547.78,225,23.01,104.66,433.59%,215.24%,"Internet Commerce",Retail-Wholesale,1182407936000,0,1626.03,03/16/20,2461
DRI,62.82,24.84,2.95,6.16,9.41,-5.46%,35.40%,"Retail - Restaurants",Retail-Wholesale,7654137000,0,26.15,03/18/20,128.41
ANET,209.97,47.13,9.53,8.74,23.48,216.34%,312.72%,"Communications Components","Computers and Technology",15889901000,0,156.63,03/23/20,328.5
MKTX,425.97,122.37,47.21,5.4,80.83,388.78%,94.60%,"Securities Exchanges",Finance,16298117000,2.4,256.61,04/24/19,449.94
HAS,75.92,29.6,1.49,4.07,17.94,5.01%,10.36%,"Toys & Game & Hobby","Consumer Discretionary",10302926000,2.72,41.33,03/18/20,126.87
OTIS,46.12,1.46,0.46,0,0,0.00%,0.00%,"Building & Construction - Misc",Construction,19988072000,0,38,03/25/20,50.25
FTNT,113.47,28.8,9.07,1.86,59.27,192.04%,179.90%,Security,"Computers and Technology",19487292000,0,68.87,06/03/19,121.82
